Index,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A,BWH,BWD,BWA,IWH,IWD,IWA,WHH,WHD,WHA,VCH,VCD,VCA,Temporada
115,2005-11-20,Ath Bilbao,Alaves,0,2,A,0,1,A,18,11,5,7,20,18,11,1,3,3,0,0,1.83,3.25,3.75,1.8,3.3,4.1,1.85,3.1,3.6,1.8,3.1,4.0,1.73,3.25,4.35,2006
116,2005-11-20,Cadiz,Valencia,0,1,A,0,0,D,11,6,4,2,17,26,10,11,4,6,1,1,2.8,3.2,2.25,2.9,3.2,2.25,2.7,3.0,2.5,3.0,3.0,2.2,2.8,3.2,2.2,2006
117,2005-11-20,Celta,Ath Madrid,2,1,H,1,0,H,10,18,4,8,28,17,3,11,2,2,0,0,2.25,3.25,2.75,2.2,3.2,3.0,2.2,3.0,3.1,2.3,3.0,2.8,2.1,3.1,3.1,2006
118,2005-11-20,Espanol,Mallorca,2,0,H,2,0,H,13,9,6,1,26,25,4,4,3,5,0,1,2.0,3.25,3.25,2.0,3.25,3.4,2.2,3.0,2.9,2.1,3.1,3.1,2.0,3.25,3.25,2006
119,2005-11-20,Malaga,Sociedad,3,1,H,0,0,D,14,13,7,3,26,11,7,7,2,2,0,0,2.2,3.2,2.87,2.25,3.1,3.0,2.2,3.0,2.9,2.1,3.1,3.1,2.1,3.2,3.0,2006
120,2005-11-20,Santander,La Coruna,0,3,A,0,1,A,17,9,7,3,23,31,4,4,1,1,0,0,2.6,3.2,2.4,2.5,3.1,2.65,2.7,3.0,2.5,2.7,3.0,2.37,2.6,3.1,2.4,2006
121,2005-11-26,Mallorca,Ath Bilbao,0,1,A,0,0,D,12,6,4,1,22,21,4,3,1,3,0,0,2.2,3.25,3.2,2.15,3.25,3.0,2.2,3.1,2.8,2.1,3.0,3.2,1.9,3.25,3.4,2006
122,2005-11-26,Valencia,Celta,2,0,H,0,0,D,15,11,7,3,16,16,9,6,1,2,0,0,1.72,3.4,5.0,1.65,3.5,4.75,1.7,3.2,4.2,1.8,3.0,4.2,1.8,3.25,3.75,2006
123,2005-11-27,Ath Madrid,Espanol,1,1,D,1,1,D,16,19,5,7,22,22,5,7,4,4,0,0,1.72,3.4,5.0,1.7,3.4,4.5,1.75,3.2,4.3,1.8,3.0,4.2,1.75,3.2,4.35,2006
124,2005-11-27,Barcelona,Santander,4,1,H,1,0,H,25,3,7,1,13,30,8,0,1,2,0,1,1.16,6.5,15.0,1.12,7.25,14.0,1.15,6.0,12.0,1.16,5.5,12.0,1.15,5.5,12.0,2006
125,2005-11-27,Betis,Cadiz,1,1,D,1,0,H,12,14,5,5,18,8,4,5,4,2,1,0,1.8,3.3,4.5,1.75,3.4,4.25,1.8,3.1,3.8,1.8,3.0,4.2,1.75,3.2,4.35,2006
126,2005-11-27,Getafe,Malaga,3,2,H,2,1,H,17,10,6,4,16,30,9,8,0,2,0,0,2.0,3.2,3.75,1.95,3.3,3.5,2.0,3.1,3.2,2.15,3.0,3.1,2.0,3.2,3.2,2006
127,2005-11-27,La Coruna,Villarreal,0,2,A,0,0,D,17,17,3,10,32,22,7,6,4,2,0,0,2.1,3.2,3.5,2.1,3.15,3.25,2.1,3.1,3.3,2.1,3.0,3.2,2.1,3.0,3.2,2006
128,2005-11-27,Osasuna,Alaves,3,2,H,0,0,D,15,7,7,5,26,21,9,1,1,2,0,0,1.61,3.6,5.5,1.5,3.65,6.25,1.65,3.3,4.4,1.7,3.2,4.5,1.6,3.25,5.0,2006
129,2005-11-27,Sociedad,Real Madrid,2,2,D,1,0,H,11,20,5,10,27,15,4,5,4,5,1,1,3.4,3.25,2.1,3.65,3.3,1.9,3.0,3.1,2.2,3.2,3.1,02.05,3.2,3.2,2.0,2006
130,2005-11-27,Zaragoza,Sevilla,0,2,A,0,0,D,15,17,2,8,19,5,5,5,4,0,1,0,2.37,3.2,2.9,2.35,03.05,2.85,2.4,3.0,2.8,2.4,2.9,2.75,2.3,3.1,2.7,2006
131,2005-12-03,Ath Bilbao,Ath Madrid,1,1,D,0,1,A,14,6,3,1,14,23,9,3,4,3,0,0,2.3,3.2,2.7,2.35,3.15,2.75,2.3,3.1,2.9,2.15,3.0,3.1,2.25,3.1,2.8,2006
132,2005-12-03,Celta,Betis,2,1,H,2,0,H,9,23,4,4,29,21,5,11,5,4,0,1,1.8,3.25,4.0,1.7,3.45,4.5,1.8,3.1,3.8,1.83,3.2,3.75,1.8,3.2,4.0,2006
133,2005-12-03,Real Madrid,Getafe,1,0,H,1,0,H,6,19,1,4,17,24,3,13,3,3,1,0,1.4,3.75,7.5,1.3,4.5,9.0,1.35,4.2,7.5,1.36,3.75,8.0,1.35,4.0,8.5,2006
134,2005-12-04,Alaves,Mallorca,0,3,A,0,1,A,18,13,3,10,15,24,10,5,4,4,0,0,2.1,3.25,3.0,2.35,03.05,2.85,2.2,3.0,2.9,2.15,3.0,3.1,2.2,3.0,3.0,2006
135,2005-12-04,Cadiz,Zaragoza,1,2,A,1,0,H,4,6,1,2,15,20,3,4,2,4,0,0,2.3,3.1,2.87,2.15,03.05,3.25,2.3,2.9,2.8,2.2,3.0,3.0,2.2,3.1,2.9,2006
136,2005-12-04,Espanol,Valencia,1,3,A,0,2,A,15,18,2,9,23,15,4,4,3,2,0,1,2.62,3.2,2.37,2.65,3.15,2.45,2.7,3.0,2.5,2.8,3.0,2.3,2.8,3.1,2.25,2006
137,2005-12-04,Malaga,Osasuna,1,2,A,1,2,A,9,11,2,4,26,14,7,4,3,2,0,0,2.4,3.2,2.6,2.4,3.1,2.75,2.3,3.0,2.7,2.37,3.0,2.7,2.3,3.25,2.65,2006
138,2005-12-04,Santander,Sociedad,2,2,D,0,1,A,14,17,4,9,24,17,4,3,3,5,0,1,2.37,3.2,2.62,2.2,3.0,3.2,2.4,3.0,2.6,2.37,3.0,2.7,2.3,3.1,2.75,2006
139,2005-12-04,Sevilla,La Coruna,0,2,A,0,2,A,13,11,3,6,26,15,12,6,7,6,2,0,2.0,3.25,3.25,02.05,3.1,3.4,2.1,3.0,3.4,2.0,3.0,3.4,2.1,3.0,3.2,2006
140,2005-12-04,Villarreal,Barcelona,0,2,A,0,1,A,6,11,1,4,19,24,5,5,2,4,0,1,3.75,3.25,1.83,3.8,3.35,1.85,3.7,3.1,1.9,3.4,3.25,1.9,4.0,3.4,1.75,2006
141,2005-12-10,Sociedad,Villarreal,1,3,A,1,1,D,16,14,6,8,15,17,5,1,1,2,0,0,2.6,3.2,2.62,2.4,3.15,2.7,2.5,3.0,2.5,2.37,3.1,2.62,2.5,3.1,2.5,2006
142,2005-12-10,Valencia,Ath Bilbao,1,1,D,0,0,D,23,6,8,2,16,21,10,4,1,2,0,1,1.5,3.75,7.0,1.45,3.75,6.75,1.55,3.5,4.8,1.53,3.5,5.5,1.45,3.6,6.5,2006
143,2005-12-11,Ath Madrid,Alaves,1,1,D,0,0,D,21,11,2,6,17,17,12,3,2,2,0,0,1.57,3.5,6.5,1.6,3.45,5.35,1.65,3.3,4.4,1.66,3.1,5.0,1.6,3.25,5.0,2006
144,2005-12-11,Barcelona,Sevilla,2,1,H,0,0,D,14,7,3,2,24,19,7,1,4,2,0,0,1.3,5.0,9.5,1.25,5.0,10.0,1.35,4.0,7.0,1.36,3.75,8.0,1.3,4.35,8.0,2006
145,2005-12-11,Betis,Espanol,0,0,D,0,0,D,20,6,3,1,10,12,9,0,1,2,0,0,2.1,3.2,3.5,02.05,3.2,3.3,2.1,3.0,3.1,2.1,3.0,3.2,2.1,3.0,3.25,2006
146,2005-12-11,Getafe,Santander,1,2,A,1,1,D,10,7,3,4,20,21,10,1,3,5,0,0,1.8,3.3,4.5,1.7,3.35,4.65,1.8,3.1,3.8,1.8,3.1,4.0,1.73,3.25,4.35,2006
147,2005-12-11,La Coruna,Cadiz,1,0,H,0,0,D,20,8,6,4,23,18,5,5,1,2,0,0,1.57,3.5,6.5,1.55,3.6,5.45,1.55,3.5,4.8,1.61,3.1,5.5,1.55,3.4,5.5,2006
148,2005-12-11,Malaga,Real Madrid,0,2,A,0,2,A,22,17,8,7,37,11,7,3,5,1,0,0,4.5,3.25,1.83,4.0,3.35,1.8,3.6,3.1,1.85,3.5,3.2,1.9,3.5,3.4,1.84,2006
149,2005-12-11,Osasuna,Mallorca,1,0,H,1,0,H,20,9,6,3,20,15,6,4,2,2,0,0,1.57,3.6,6.0,1.55,3.5,5.75,1.65,3.3,4.4,1.6,3.4,4.8,1.55,3.25,5.5,2006
150,2005-12-11,Zaragoza,Celta,1,0,H,0,0,D,23,4,9,4,19,13,12,2,1,3,0,0,2.37,3.25,2.87,2.4,3.1,2.75,2.4,3.0,2.6,2.37,3.0,2.7,2.25,3.1,2.8,2006
151,2005-12-17,Ath Bilbao,Betis,2,0,H,2,0,H,12,9,2,3,20,23,4,2,1,1,0,1,2.2,3.0,3.5,2.1,3.15,3.25,2.0,3.1,3.2,2.1,3.0,3.2,2.1,3.1,3.25,2006
152,2005-12-17,Cadiz,Barcelona,1,3,A,0,2,A,12,19,1,9,13,17,4,8,2,1,0,0,9.0,4.33,1.36,9.0,4.75,1.28,6.0,3.9,1.4,8.0,3.75,1.36,7.5,4.0,1.35,2006
153,2005-12-17,Celta,La Coruna,0,3,A,0,3,A,6,7,1,5,16,23,7,2,3,3,1,0,2.37,3.0,3.1,2.2,3.15,03.05,2.3,3.0,2.7,2.3,3.0,2.8,2.25,3.1,2.8,2006
154,2005-12-18,Alaves,Valencia,0,1,A,0,1,A,12,14,3,3,18,19,7,5,5,2,0,0,4.2,3.2,1.9,4.0,3.35,1.8,3.3,3.0,2.0,3.75,3.0,1.9,4.0,3.2,1.8,2006
155,2005-12-18,Espanol,Zaragoza,2,2,D,0,0,D,13,15,4,6,27,14,4,3,4,2,0,0,2.2,3.2,3.25,02.05,3.1,3.4,2.2,2.9,3.0,2.3,2.9,2.9,2.2,3.0,3.0,2006
156,2005-12-18,Mallorca,Ath Madrid,2,2,D,1,2,A,8,11,4,4,19,17,7,4,4,5,1,1,2.5,3.1,2.8,2.5,3.1,2.65,2.4,3.0,2.6,2.4,3.1,2.6,2.3,3.1,2.7,2006
157,2005-12-18,Real Madrid,Osasuna,1,1,D,0,0,D,15,10,6,1,23,21,7,3,6,5,0,1,1.5,3.75,7.0,1.5,3.85,5.65,1.55,3.5,4.8,1.53,3.5,5.5,1.5,3.6,5.5,2006
158,2005-12-18,Santander,Malaga,1,1,D,1,1,D,16,10,5,5,20,21,8,5,3,6,3,2,2.25,3.1,3.2,2.2,3.1,3.1,2.1,3.0,3.1,2.2,3.0,3.0,2.2,3.1,2.9,2006
159,2005-12-18,Sevilla,Sociedad,3,2,H,0,1,A,29,9,8,2,20,17,6,2,4,6,0,2,1.72,3.4,5.0,1.7,3.4,4.5,1.75,3.2,4.0,1.8,3.1,4.0,1.65,3.25,4.5,2006
160,2005-12-18,Villarreal,Getafe,2,1,H,1,1,D,18,13,9,5,16,23,6,4,2,2,0,0,1.57,3.5,6.5,1.6,3.4,5.45,1.55,3.5,4.8,1.57,3.3,5.5,1.45,3.5,6.5,2006
161,2005-12-20,Barcelona,Celta,2,0,H,1,0,H,15,4,7,2,15,26,6,1,1,3,0,0,1.22,5.5,13.0,1.2,5.35,12.0,1.25,4.5,9.0,1.25,4.5,10.0,1.18,5.5,11.0,2006
162,2005-12-21,Betis,Alaves,3,0,H,1,0,H,15,12,8,3,27,21,3,1,2,3,0,0,1.83,3.3,4.33,1.8,3.25,4.15,1.8,3.1,3.8,1.8,3.25,3.8,1.8,3.2,4.0,2006
163,2005-12-21,Getafe,Sevilla,1,0,H,1,0,H,17,11,3,4,24,20,3,6,3,2,1,0,2.5,3.25,2.7,2.3,3.1,2.9,2.5,3.0,2.5,2.4,3.25,2.5,2.3,3.2,2.65,2006
164,2005-12-21,La Coruna,Espanol,1,2,A,0,0,D,14,9,6,3,20,16,12,2,3,4,0,1,1.57,3.6,6.0,1.55,3.5,5.75,1.6,3.3,4.8,1.57,3.3,5.5,1.55,3.25,5.5,2006
165,2005-12-21,Malaga,Villarreal,0,0,D,0,0,D,8,12,4,6,30,16,3,2,5,2,0,0,3.1,3.2,2.25,3.0,3.1,2.25,2.7,3.0,2.3,2.75,3.2,2.25,2.8,3.2,2.2,2006
166,2005-12-21,Real Madrid,Santander,1,2,A,0,2,A,19,9,5,4,20,10,6,4,3,3,0,0,1.25,5.0,13.0,1.25,5.0,10.0,1.25,4.5,9.0,1.28,4.5,8.0,1.25,4.5,10.0,2006
167,2005-12-21,Sociedad,Cadiz,2,0,H,1,0,H,20,8,6,5,19,24,9,4,1,3,0,1,1.83,3.3,4.33,1.75,3.35,4.35,1.8,3.1,3.8,1.8,3.25,3.8,1.73,3.2,4.35,2006
168,2005-12-21,Valencia,Mallorca,3,0,H,0,0,D,17,6,6,0,12,16,9,4,0,1,0,0,1.44,4.0,7.5,1.4,4.0,7.25,1.4,3.9,6.0,1.44,3.6,6.5,1.35,3.75,8.0,2006
169,2005-12-21,Zaragoza,Ath Bilbao,3,2,H,0,1,A,12,8,4,4,14,18,3,2,2,1,0,0,2.0,3.2,3.75,2.0,3.0,3.75,2.1,3.0,3.1,1.9,3.25,3.4,1.84,3.25,3.75,2006
170,2005-12-22,Osasuna,Ath Madrid,2,1,H,2,1,H,24,5,8,1,18,16,5,1,1,2,0,0,1.9,3.25,4.0,1.7,3.35,4.6,1.75,3.1,4.2,1.72,3.25,4.2,1.73,3.2,4.35,2006
171,2006-01-07,Ath Bilbao,La Coruna,1,2,A,0,1,A,18,13,5,3,21,25,6,2,1,5,0,0,2.6,3.2,2.62,2.55,03.05,2.6,2.55,3.1,2.55,2.5,2.9,2.62,2.6,3.0,2.5,2006
172,2006-01-07,Espanol,Barcelona,1,2,A,0,1,A,9,19,3,7,29,20,5,6,6,3,0,0,7.5,4.0,1.44,8.0,4.2,1.35,5.5,3.5,1.5,6.5,3.6,1.44,6.5,3.6,1.45,2006
173,2006-01-08,Alaves,Zaragoza,0,2,A,0,0,D,15,15,5,4,14,14,5,0,0,3,0,0,2.6,3.2,2.62,2.6,3.0,2.6,2.5,3.0,2.7,2.5,2.9,2.62,2.5,3.1,2.5,2006
174,2006-01-08,Ath Madrid,Valencia,0,0,D,0,0,D,14,9,2,5,27,21,5,10,2,0,0,0,3.0,3.2,2.3,3.4,3.25,2.0,3.0,3.1,2.2,2.7,3.0,2.37,2.8,3.1,2.25,2006
175,2006-01-08,Cadiz,Getafe,1,0,H,1,0,H,13,8,6,1,22,21,2,2,4,5,1,1,2.37,3.2,2.9,2.35,3.15,2.8,2.4,3.0,2.8,2.4,3.1,2.6,2.4,3.1,2.6,2006
176,2006-01-08,Celta,Sociedad,1,0,H,1,0,H,15,5,3,1,20,14,2,1,1,1,0,0,1.9,3.25,4.0,1.8,3.3,4.1,1.8,3.2,4.0,1.8,3.1,4.0,1.8,3.25,3.75,2006
177,2006-01-08,Mallorca,Betis,1,1,D,1,1,D,10,9,7,5,17,20,4,7,1,3,0,0,2.3,3.2,3.0,2.2,3.2,3.0,2.1,3.1,3.2,2.2,3.0,3.0,2.2,3.2,2.8,2006
178,2006-01-08,Osasuna,Santander,1,1,D,1,1,D,17,6,3,1,21,21,3,1,2,2,0,0,1.61,3.4,6.0,1.5,3.6,6.4,1.7,3.3,4.5,1.57,3.3,5.5,1.55,3.25,6.0,2006
179,2006-01-08,Sevilla,Malaga,3,1,H,1,0,H,19,8,7,3,19,19,10,2,6,2,0,1,1.7,3.5,5.0,1.65,3.45,4.8,1.65,3.5,4.5,1.66,3.1,5.0,1.65,3.25,4.5,2006
180,2006-01-08,Villarreal,Real Madrid,0,0,D,0,0,D,15,14,5,3,15,19,3,5,3,3,0,0,2.5,3.2,2.75,2.4,3.2,2.7,2.4,3.1,2.7,2.3,3.2,2.62,2.4,3.1,2.6,2006
181,2006-01-14,Betis,Ath Madrid,1,0,H,1,0,H,11,15,6,3,23,23,5,4,2,2,0,0,2.2,3.25,3.2,2.3,3.15,2.85,2.2,2.8,3.3,2.2,3.0,3.0,2.2,3.1,2.9,2006
182,2006-01-14,Valencia,Osasuna,2,0,H,1,0,H,15,12,4,5,13,21,8,8,3,1,0,0,1.72,3.4,5.0,1.75,3.4,4.3,1.8,3.1,4.0,1.7,3.2,4.5,1.65,3.2,5.0,2006
183,2006-01-15,Barcelona,Ath Bilbao,2,1,H,1,1,D,16,8,9,2,18,24,7,5,2,4,1,0,1.16,6.5,15.0,1.2,5.5,12.0,1.2,5.0,12.0,1.2,5.0,11.0,1.22,5.0,9.5,2006
184,2006-01-15,Getafe,Celta,1,1,D,1,0,H,24,12,6,3,23,22,9,4,1,2,0,0,2.2,3.25,3.2,02.05,3.2,3.3,2.2,3.0,3.1,2.15,3.0,3.1,2.2,3.25,2.8,2006
185,2006-01-15,La Coruna,Alaves,0,2,A,0,1,A,28,12,6,5,21,25,9,1,1,2,0,0,1.44,4.0,7.5,1.4,4.0,7.15,1.4,3.8,7.0,1.5,3.4,6.0,1.4,3.75,7.0,2006
186,2006-01-15,Malaga,Cadiz,0,2,A,0,2,A,5,6,1,2,14,13,2,2,5,1,1,0,1.9,3.3,4.0,1.95,3.25,3.55,1.9,3.1,3.8,1.95,3.0,3.6,1.9,3.2,3.5,2006
187,2006-01-15,Real Madrid,Sevilla,4,2,H,1,0,H,25,17,8,5,18,18,3,7,1,1,0,0,1.61,3.6,5.5,1.5,3.55,6.5,1.6,3.5,5.0,1.6,3.4,4.8,1.53,3.6,5.5,2006
188,2006-01-15,Santander,Villarreal,1,0,H,1,0,H,8,21,4,6,22,15,1,5,3,4,2,1,3.0,3.2,2.3,2.65,3.15,2.45,2.9,2.9,2.4,2.8,3.0,2.3,2.8,3.0,2.35,2006
189,2006-01-15,Sociedad,Espanol,0,1,A,0,0,D,14,12,2,5,22,20,6,2,3,2,0,1,2.0,3.3,3.6,02.05,3.1,3.45,2.1,3.0,3.3,2.1,3.0,3.2,1.9,3.2,3.5,2006
190,2006-01-15,Zaragoza,Mallorca,3,1,H,2,0,H,13,9,5,5,18,23,2,4,1,2,0,0,1.72,3.4,5.0,1.8,3.35,4.0,1.8,3.1,4.0,1.72,3.2,4.33,1.6,3.25,5.0,2006
191,2006-01-21,Real Madrid,Cadiz,3,1,H,0,0,D,10,15,5,4,26,18,8,9,4,1,0,0,1.25,5.0,13.0,1.2,5.5,12.0,1.22,5.0,10.0,1.25,5.0,8.0,1.2,5.0,11.0,2006
192,2006-01-21,Zaragoza,Ath Madrid,0,2,A,0,1,A,8,5,3,3,18,24,4,3,3,5,0,0,2.1,3.25,3.4,2.1,3.2,3.2,2.0,3.1,3.4,1.95,3.0,3.6,1.9,3.2,3.5,2006
193,2006-01-22,Barcelona,Alaves,2,0,H,0,0,D,25,3,7,1,23,19,7,5,1,2,0,0,1.14,6.5,21.0,1.15,7.0,11.0,1.17,5.4,13.0,1.12,6.0,15.0,1.14,6.0,12.0,2006
194,2006-01-22,Betis,Valencia,0,2,A,0,1,A,14,13,4,7,20,24,4,2,1,2,0,0,2.9,3.2,2.37,2.85,3.15,2.3,2.8,3.0,2.4,2.8,2.9,2.37,2.75,3.1,2.3,2006
195,2006-01-22,Getafe,Espanol,5,0,H,2,0,H,12,14,6,3,26,18,6,5,1,3,0,0,2.25,3.2,3.1,02.05,3.2,3.3,2.2,3.0,3.1,2.15,3.0,3.1,2.2,3.1,2.9,2006
196,2006-01-22,La Coruna,Mallorca,2,2,D,2,0,H,14,10,2,3,21,29,4,2,3,3,0,0,1.44,4.0,7.5,1.45,3.75,6.8,1.45,3.9,6.0,1.5,3.3,6.5,1.4,4.0,6.5,2006
197,2006-01-22,Malaga,Celta,0,2,A,0,0,D,15,14,3,5,26,14,6,7,2,1,0,0,2.5,3.2,2.75,2.35,3.1,2.85,2.5,3.0,2.7,2.5,2.9,2.62,2.35,3.1,2.65,2006
198,2006-01-22,Santander,Sevilla,2,3,A,1,1,D,17,9,6,4,21,26,6,3,3,3,0,0,2.6,3.2,2.62,2.3,3.15,2.85,2.4,3.0,2.8,2.37,3.0,2.7,2.35,3.1,2.65,2006
199,2006-01-22,Sociedad,Ath Bilbao,3,3,D,2,0,H,12,26,6,8,22,14,2,12,3,3,0,0,2.2,3.2,3.25,1.95,3.3,3.5,2.1,3.1,3.2,2.1,3.0,3.2,2.2,3.1,3.0,2006
200,2006-01-22,Villarreal,Osasuna,2,1,H,0,1,A,12,9,5,1,14,28,7,3,4,3,0,0,1.8,3.4,4.33,1.85,3.3,3.85,1.8,3.1,4.2,1.83,3.0,4.0,1.7,3.25,4.5,2006
201,2006-01-28,Ath Bilbao,Getafe,1,0,H,0,0,D,9,13,3,4,21,14,3,5,3,3,0,0,2.1,3.25,3.0,2.1,3.15,3.25,2.1,3.0,3.3,2.1,3.1,3.1,2.0,3.25,3.25,2006
202,2006-01-28,Ath Madrid,La Coruna,3,2,H,1,0,H,17,12,8,5,25,26,5,3,4,4,0,0,2.2,3.25,2.8,2.35,3.15,2.8,2.4,2.9,2.9,2.3,3.1,2.75,2.25,3.0,2.9,2006
203,2006-01-28,Cadiz,Santander,1,1,D,0,0,D,6,6,1,2,19,17,3,6,4,4,0,0,2.2,3.25,2.8,2.3,3.15,2.85,2.3,3.0,2.9,2.25,3.1,2.8,2.2,3.1,2.9,2006
204,2006-01-29,Alaves,Sociedad,3,1,H,1,0,H,12,20,6,7,15,18,2,6,2,1,0,0,2.37,3.2,2.62,2.55,3.15,2.55,2.4,3.0,2.8,2.5,2.9,2.62,2.4,3.2,2.6,2006
205,2006-01-29,Celta,Real Madrid,1,2,A,1,1,D,21,11,6,5,18,21,5,4,3,3,0,0,3.5,3.25,1.9,3.65,3.3,1.9,3.8,3.1,1.9,3.3,3.25,1.95,3.5,3.25,1.9,2006
206,2006-01-29,Espanol,Malaga,3,1,H,3,1,H,14,18,7,3,17,21,9,5,1,3,0,0,1.9,3.25,3.5,1.9,3.25,3.7,1.85,3.2,3.8,1.95,3.1,3.5,1.85,3.25,3.75,2006
207,2006-01-29,Mallorca,Barcelona,0,3,A,0,1,A,5,15,2,4,17,13,2,6,4,3,1,0,6.5,4.0,1.4,7.5,5.0,1.3,7.0,3.6,1.45,8.0,3.75,1.36,7.0,3.75,1.4,2006
208,2006-01-29,Osasuna,Betis,0,2,A,0,1,A,17,10,3,3,11,26,4,2,1,1,0,0,1.8,3.25,4.0,1.7,3.45,4.5,1.7,3.3,4.5,1.8,3.3,3.75,1.65,3.4,4.35,2006
209,2006-01-29,Sevilla,Villarreal,2,0,H,1,0,H,12,7,7,1,21,19,10,3,0,3,0,1,2.2,3.25,2.8,2.2,3.15,03.05,2.4,2.9,2.9,2.25,3.1,2.8,2.25,3.1,2.8,2006
210,2006-01-29,Valencia,Zaragoza,2,2,D,0,1,A,19,11,6,5,15,19,8,2,3,4,0,1,1.53,3.75,5.0,1.6,3.7,4.85,1.65,3.3,4.9,1.61,3.1,5.5,1.6,3.25,5.5,2006
211,2006-02-04,La Coruna,Valencia,0,1,A,0,1,A,10,10,4,5,21,16,4,1,3,5,0,0,2.6,3.25,2.6,2.4,3.1,2.75,2.4,3.0,2.8,2.4,3.1,2.6,2.4,3.0,2.7,2006
212,2006-02-04,Malaga,Ath Bilbao,2,1,H,1,1,D,8,8,5,2,18,22,6,5,5,3,1,0,2.3,3.25,3.0,2.2,3.15,03.05,2.3,3.1,2.8,2.25,3.1,2.8,2.25,3.1,2.8,2006
213,2006-02-04,Real Madrid,Espanol,4,0,H,3,0,H,16,8,10,1,23,12,3,5,1,2,0,0,1.33,4.5,9.5,1.3,4.65,8.5,1.33,4.2,8.0,1.3,4.33,8.0,1.3,4.35,8.0,2006
214,2006-02-05,Barcelona,Ath Madrid,1,3,A,0,1,A,15,13,6,5,19,26,6,2,3,4,0,0,1.4,4.33,7.5,1.35,4.5,7.25,1.45,3.9,6.0,1.36,3.75,8.0,1.3,4.35,8.0,2006
215,2006-02-05,Getafe,Alaves,2,2,D,1,1,D,18,6,7,3,16,16,19,2,1,2,0,0,1.8,3.3,4.5,1.75,3.3,4.35,1.75,3.2,4.3,1.72,3.1,4.5,1.75,3.2,4.35,2006
216,2006-02-05,Santander,Celta,0,1,A,0,0,D,16,10,6,6,26,18,9,3,4,2,0,0,2.5,3.25,3.0,2.35,3.15,2.8,2.4,3.0,2.8,2.25,3.1,2.8,2.35,3.1,2.65,2006
217,2006-02-05,Sevilla,Osasuna,0,1,A,0,0,D,10,8,3,2,21,22,5,3,6,6,1,0,1.8,3.3,4.5,1.8,3.35,4.0,1.85,3.1,4.0,1.8,3.1,4.0,1.7,3.3,4.35,2006
218,2006-02-05,Sociedad,Mallorca,2,1,H,1,1,D,12,11,5,1,21,20,3,7,3,4,0,0,1.83,3.3,4.33,1.85,3.25,3.9,1.9,3.2,3.6,1.8,3.1,4.0,1.8,3.2,4.0,2006
219,2006-02-05,Villarreal,Cadiz,1,1,D,0,1,A,14,12,7,4,21,20,6,3,4,1,1,0,1.53,3.6,6.5,1.5,3.65,6.25,1.5,3.5,6.3,1.57,3.3,5.5,1.5,3.5,6.0,2006
220,2006-02-05,Zaragoza,Betis,4,3,H,4,1,H,13,15,6,5,24,23,5,6,4,3,1,1,2.0,3.2,3.75,1.95,3.15,3.65,1.9,3.1,3.8,1.9,3.1,3.6,1.9,3.2,3.5,2006
221,2006-02-11,Ath Bilbao,Real Madrid,0,2,A,0,1,A,15,11,6,6,18,21,7,3,3,4,0,0,4.33,3.3,1.83,4.3,3.2,1.8,3.6,3.2,1.9,3.6,3.1,1.9,4.0,3.4,1.75,2006
222,2006-02-11,Cadiz,Sevilla,0,4,A,0,1,A,12,12,1,5,17,25,4,8,1,2,0,0,2.75,3.2,2.5,2.7,3.0,2.5,2.7,3.0,2.5,2.5,2.9,2.62,2.4,3.1,2.6,2006
223,2006-02-11,Osasuna,Zaragoza,1,1,D,1,1,D,17,5,4,1,20,10,5,4,2,1,0,0,2.0,3.2,3.75,2.0,3.15,3.55,2.1,3.1,3.2,2.1,3.1,3.1,1.9,3.2,3.5,2006
224,2006-02-12,Alaves,Malaga,3,2,H,1,0,H,11,10,5,3,20,20,1,5,3,2,0,0,2.2,3.25,3.2,2.1,3.2,3.2,2.1,3.1,3.2,02.05,3.1,3.2,2.1,3.2,3.0,2006
225,2006-02-12,Ath Madrid,Sociedad,1,0,H,0,0,D,16,9,3,4,24,21,5,2,3,0,0,1,1.66,3.6,5.0,1.65,3.4,5.0,1.7,3.2,4.7,1.7,3.2,4.5,1.6,3.5,4.6,2006
226,2006-02-12,Betis,La Coruna,0,1,A,0,0,D,16,14,3,3,21,21,6,1,2,4,0,0,2.4,3.25,2.8,2.5,3.15,2.6,2.4,3.0,2.8,2.3,3.1,2.75,2.3,3.1,2.75,2006
227,2006-02-12,Celta,Villarreal,1,0,H,1,0,H,7,9,3,2,26,16,4,7,1,2,0,0,2.2,3.25,3.2,2.25,3.2,2.9,2.2,2.9,3.2,2.1,3.1,3.1,2.1,3.1,3.1,2006
228,2006-02-12,Espanol,Santander,0,2,A,0,0,D,5,11,0,3,17,17,8,11,1,1,0,0,2.1,3.25,3.4,2.1,3.25,3.15,2.1,3.0,3.3,2.15,3.1,3.0,2.1,3.2,3.0,2006
229,2006-02-12,Mallorca,Getafe,1,1,D,0,0,D,4,13,1,3,27,23,4,2,4,2,0,0,2.3,3.25,3.0,2.3,3.15,2.85,2.2,3.0,3.1,2.3,3.1,2.75,2.2,3.1,2.9,2006
